ID_member,RAJ2000,DEJ2000,member_GDR2,member_DANCe,member_DANCe_Central,new_member,Full_region,Middle_region,Core_region,WD,EPIC,CWW,Comments,probability_DANCe_Central,ID_DANCe,e_Y,Y,g_sdss,i_sdss,e_r_sdss,e_Ks,H,e_i_sdss,z_sdss,e_z_sdss,Ks,e_g_sdss,u_sdss,e_H,e_u_sdss,e_RAJ2000,e_DEJ2000,e_J,r_sdss,J,probability_DANCe,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra_error,pmdec_error,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,duplicated_source,phot_g_mean_mag,phot_g_mean_mag_error,phot_bp_mean_mag,phot_bp_mean_mag_error,phot_rp_mean_mag,phot_rp_mean_mag_error,radial_velocity,radial_velocity_error,astrometric_excess_noise,phot_g_mean_flux_over_error,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,phot_variable_flag,ra_epoch2000,ra_epoch2000_error,dec_epoch2000,dec_epoch2000_error,a_g_val,ID_GDR2,probability_GDR2,pmra,pmdec
249,290.944262774,-14.9036015726,false,true,false,true,true,true,false,false,,,,,5617621,0.05000000074505806,15.50100040435791,18.625,16.260000228881836,0.050999999046325684,0.05,13.525,0.05000000074505806,15.779000282287598,0.05000000074505806,13.241999626159668,0.050999999046325684,99.0,0.062201288,99.0,2.4795000553131104,2.1928999423980713,0.05,17.305999755859375,14.218000411987305,0.830532060244426,4184530325188172672,290.94425384389,0.085,-14.90371509454,0.08,2.4562,0.0947,0.16,0.141,-0.3849,0.0125,0.3513,0,16.8631,0.0011,18.0802,0.0241,15.748,0.0041,,,0.281,999.319,45.049,267.676,NOT_AVAILABLE,290.944262774,2.4795,-14.9036015726,2.1929,0.8975,11029083,4.80843943581596E-10,-2.003999948501587,-26.365999221801758
248,292.012972564,-15.305846055,false,true,false,true,true,true,false,false,,,,,4788576,0.052000001072883606,15.906999588012695,19.58099937438965,17.010000228881836,0.06300000101327896,0.07000000029802322,13.959,0.057999998331069946,16.29599952697754,0.050999999046325684,13.713000297546387,0.06599999964237213,99.0,0.06862215,99.0,6.4496002197265625,5.452199935913086,0.07100000232458115,18.283000946044922,14.678000450134277,0.923407393657173,4181432756111585024,292.01296568149,0.2233,-15.3059650575,0.1993,2.4277,0.2342,0.416,0.352,-0.3888,0.0704,0.4056,0,17.7152,0.0019,19.0379,0.1567,16.3911,0.0176,,,0.78,563.334,6.929,61.561,NOT_AVAILABLE,292.012972564,6.4496,-15.305846055,5.4522,,10180401,0.0193404415067154,-1.5420000553131104,-27.638999938964844
247,290.31477268,-13.9318488236,false,true,false,true,true,true,false,false,,,,,4423324,0.050999999046325684,14.947999954223633,17.768999099731445,15.581000328063965,0.05000000074505806,0.057999998331069946,12.994,0.05000000074505806,15.194000244140625,0.05000000074505806,12.76200008392334,0.05000000074505806,99.0,0.060464866,99.0,7.569200038909912,5.929599761962891,0.05700000002980232,16.409000396728516,13.649999618530273,0.789242400839861,4184828460335166848,290.31476480787,0.2436,-13.93195554374,0.213,1.9487,0.2872,0.488,0.382,-0.2712,0.0303,-0.0755,0,16.1788,0.003,17.2539,0.009,15.1194,0.0038,,,1.459,366.328,120.477,286.398,NOT_AVAILABLE,290.31477268,7.5692,-13.9318488236,5.9296,,11201286,2.58350650228397E-4,-1.774999976158142,-24.78700065612793
246,291.326108405,-17.1738827566,false,true,false,true,true,true,false,false,219258383,,,,3071871,0.050999999046325684,16.239999771118164,19.591999053955078,17.058000564575195,0.050999999046325684,0.05,14.109,0.05000000074505806,16.514999389648438,0.05000000074505806,13.928000450134277,0.052000001072883606,99.0,0.06794115,99.0,5.245200157165527,4.215799808502197,0.05,18.2810001373291,14.883000373840332,0.907070852725673,4180588296824065280,291.32610631537,0.1797,-17.17399833933,0.1626,2.2132,0.2161,0.338,0.272,-0.0625,-0.045,0.1088,0,17.6928,0.0021,19.1638,0.0362,16.5353,0.0122,,,0.419,529.261,30.013,88.871,NOT_AVAILABLE,291.326108405,5.2452,-17.1738827566,4.2158,,9768329,8.82480631478637E-4,-0.46399998664855957,-26.844999313354492
245,290.014247884,-14.9318695547,false,true,false,true,true,true,false,false,220033267,,,,2862158,0.05000000074505806,12.890999794006348,13.927000045776367,99.0,99.0,0.0560000017285347,11.512,99.0,99.0,99.0,11.447999954223633,0.05000000074505806,15.633999824523926,0.0559017,0.10499999672174454,0.8805000185966492,0.669700026512146,0.05700000002980232,99.0,11.918999671936035,0.727717171965279,4184333027269774720,290.0142433073,0.0254,-14.93198223398,0.0223,2.8606,0.0302,0.057,0.043,0.1083,-0.1643,-0.273,0,13.3097,3.0E-4,13.7886,0.0014,12.6838,0.0014,,,0.0,3370.025,767.598,796.978,NOT_AVAILABLE,290.014247884,0.8805,-14.9318695547,0.6697,0.3153,10905983,1.25509236111672E-4,-1.0269999504089355,-26.17099952697754
244,293.268370708,-20.0459319866,true,false,false,true,true,false,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,6869397395034081792,293.26836015592,0.2563,-20.04604383479,0.234,3.5491,0.2802,0.504,0.459,-0.2271,0.0399,0.3466,0,18.8393,0.0035,18.8484,0.0325,18.8085,0.0389,,,0.0,311.883,33.433,27.933,NOT_AVAILABLE,293.268370708,7.819,-20.0459319866,7.1118,,15862084,0.999869951346849,-2.302000045776367,-25.97800064086914
243,291.615203033,-21.2459329321,true,false,false,true,true,false,false,false,217057859,,,,,,,,,,,,,,,,,,,,,,,,,,6772762864267173248,291.61520595327,0.0425,-21.24604585681,0.0358,3.1431,0.0509,0.118,0.085,0.3748,-0.3182,-0.1958,0,6.4054,5.0E-4,7.2897,0.0035,5.5121,0.0023,-30.88,0.94,0.0,2090.121,312.619,473.09,NOT_AVAILABLE,291.615203033,1.8333,-21.2459329321,1.3155,0.811,15594797,0.99937350281096,0.6320000290870667,-26.22800064086914
242,289.224771935,-10.7634265362,true,false,false,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,4199945134617822976,289.22476713606,0.0383,-10.76354677277,0.0348,3.0582,0.0434,0.074,0.064,-0.3331,0.1373,0.1803,0,10.9039,4.0E-4,11.2814,0.0012,10.3786,9.0E-4,39.24,1.18,0.0,2885.899,921.283,1186.555,NOT_AVAILABLE,289.224771935,1.1411,-10.7634265362,0.9881,,15363935,0.944042735285609,-1.0950000286102295,-27.926000595092773
241,289.831201688,-10.8663877081,true,false,false,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,4199836897135629440,289.83119539888,0.2536,-10.86650316801,0.2199,3.0241,0.437,0.974,0.692,0.775,-0.8128,-0.7903,0,17.7553,0.0021,19.2432,0.0533,16.5626,0.0088,,,0.446,515.936,20.375,122.755,NOT_AVAILABLE,289.831201688,15.1017,-10.8663877081,10.7314,,15286797,0.924771386820912,-1.434999942779541,-26.81599998474121
240,287.261203899,-11.936377133,true,false,false,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,4198297069771238528,287.26119977187,0.1114,-11.93648781413,0.1088,3.4546,0.1338,0.225,0.217,-0.2759,0.2294,0.4169,0,17.2148,0.0014,18.6758,0.0178,16.0207,0.0053,,,0.529,793.881,61.003,205.933,NOT_AVAILABLE,287.261203899,3.4823,-11.936377133,3.3622,,14026113,0.937687917607263,-0.9380000233650208,-25.707000732421875
239,291.401752481,-11.3170069969,true,false,false,true,true,false,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,4187707153578427008,291.4017355324,0.5917,-11.31712274722,0.5971,3.205,0.58,1.18,1.24,-0.4418,0.0298,0.5953,0,19.8342,0.0068,19.8307,0.0594,19.6142,0.0966,,,0.0,159.512,18.283,11.24,NOT_AVAILABLE,291.401752481,18.2975,-11.3170069969,19.2259,,12890655,0.984993004617959,-3.859999895095825,-26.884000778198242
238,290.073469626,-12.2622116635,true,false,false,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,4187574250107052288,290.07346583287,0.0858,-12.26232494499,0.082,3.0883,0.1132,0.184,0.133,0.1356,-0.1698,-0.1075,0,16.7283,0.0013,17.9287,0.0153,15.62,0.0068,,,0.131,850.505,70.961,158.791,NOT_AVAILABLE,290.073469626,2.8533,-12.2622116635,2.067,0.095,12798284,0.990477859580306,-0.8610000014305115,-26.31100082397461
237,290.892138184,-12.1668546964,true,false,false,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,4187541406502065536,290.89212925879,0.0636,-12.16696757001,0.0502,3.1183,0.0683,0.124,0.099,-0.3544,0.1528,-0.0029,0,15.7853,7.0E-4,16.93,0.0066,14.7192,0.0027,,,0.243,1611.094,165.385,403.233,NOT_AVAILABLE,290.892138184,1.9236,-12.1668546964,1.5322,,12776432,0.928334389657745,-2.0260000228881836,-26.215999603271484
236,289.354812942,-12.5417004917,true,false,false,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,4186053561113551872,289.35479965507,0.0318,-12.54181164433,0.0294,3.1998,0.0346,0.062,0.053,-0.3206,0.0582,0.2126,0,10.4047,3.0E-4,10.8661,8.0E-4,9.8112,0.0015,28.83,0.18,0.0,4003.3,1390.872,735.982,NOT_AVAILABLE,289.354812942,0.9553,-12.5417004917,0.8295,,12204794,0.984467581773624,-3.01200008392334,-25.81599998474121
235,290.59871565,-12.9021993575,true,false,false,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,4185794763562411136,290.59870783518,0.1048,-12.90231245818,0.0839,3.0202,0.1266,0.223,0.194,-0.1146,0.2263,0.2878,0,16.5321,0.0015,17.6491,0.0466,15.4501,0.0019,,,0.333,724.66,23.283,570.612,NOT_AVAILABLE,290.59871565,3.4517,-12.9021993575,3.0066,0.328,11997049,0.904382835806533,-1.7690000534057617,-26.268999099731445
234,289.770324086,-13.4599998272,true,false,false,false,true,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,4185667112826157696,289.77032096281,0.0398,-13.46011559008,0.0361,3.2002,0.0461,0.082,0.063,0.0477,-0.1004,-0.2461,0,14.6662,7.0E-4,15.4105,0.0049,13.8163,0.0021,,,0.0,1579.561,219.459,524.568,NOT_AVAILABLE,289.770324086,1.2774,-13.4599998272,0.983,0.6,11912194,0.990849668593348,-0.7049999833106995,-26.886999130249023
