ID_member,designation,ra,ra_error,dec,dec_error,solution_id,source_id,random_index,ref_epoch,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_g_mean_mag_error,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_bp_mean_mag_error,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_rp_mean_mag_error,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,ra_epoch2000,ra_epoch2000_error,dec_epoch2000,dec_epoch2000_error,probability_GDR2
224,Gaia DR2 4184200643491196928,288.51137977374,0.0553,-15.90170814378,0.0509,1635721458409799680,4184200643491196928,128540780,2015.5,3.2145,0.068,47.2963,0.055,0.106,-26.412,0.086,0.2146,0.0224,-0.2113,-0.4146,-0.2412,-0.2271,-0.4155,-0.5133,0.1032,0.2073,169,169,168,1,15.8971,649.79,0.125,4.143423261229078,31,0,31.502,1.4727,0.0152,0.069,19,11,0.065436244,0,19,0,166,1.1287694959784102E7,5896.350952071796,1914.353,8.0569,6.0E-4,17,4566320.292039367,13259.737765828277,344.375,8.7025,0.0032,19,9476384.966940193,25030.679192097985,378.591,7.3203,0.0029,1.244,1,1.3822,0.6456,0.7365,54.98,5.14,4,5000.0,3.0,0.0,NOT_AVAILABLE,21.09077599744,-12.07722344949,287.89392212357,6.39505203798,100002,4646.77,4499.31,4753.65,0.394,0.143,1.0786,0.1985,0.0874,0.706,200111,11.18,10.68,11.92,52.468,51.046,53.89,288.51137953,1.648,-15.9015944267,1.3296,0.999931995195428
223,Gaia DR2 4184182737768311296,289.09182422753,0.0353,-15.77121781875,0.0342,1635721458409799680,4184182737768311296,1496234954,2015.5,3.0851,0.0399,77.3822,-0.937,0.065,-26.009,0.057,0.3659,0.0102,-0.3094,-0.4032,-0.3425,-0.23,-0.434,-0.3109,-0.0176,0.2362,167,158,165,2,1.1268,180.29,0.0,0.0,31,1,241.133,1.5792,0.0083,0.123,19,11,0.04856886,0,19,1,157,178500.05774381003,33.297477142832356,5360.768,12.5593,2.0E-4,18,88326.30156890392,108.48430381857692,814.185,12.9862,0.0013,18,129125.07394235139,125.93770534690222,1025.309,11.9844,0.0011,1.218,0,1.0018,0.4269,0.5749,42.18,2.03,6,5500.0,4.5,0.0,NOT_AVAILABLE,21.45368793856,-12.52792076228,288.46810827548,6.45241078715,100001,5330.33,5276.0,5353.0,0.4398,0.2469,0.5824,0.225,0.1169,0.2909,200111,1.03,1.02,1.05,0.773,0.758,0.787,289.09182842,1.014,-15.7711058346,0.8868,0.979319001037443
222,Gaia DR2 4184145285660713216,288.8168273116,0.1559,-16.03332579573,0.1565,1635721458409799680,4184145285660713216,1457804481,2015.5,3.1976,0.1796,17.8062,-0.617,0.296,-27.004,0.273,0.3842,0.0272,-0.3039,-0.4023,-0.2734,-0.2612,-0.4132,-0.3759,0.0698,0.4117,130,0,130,0,2.7391,172.67,0.517,2.421459771768208,31,0,0.9012,1.358,0.038,0.11,15,10,0.31799847,0,15,0,130,1389.4170687345277,2.355806637677346,589.784,17.8313,0.0018,7,349.80792361499795,36.24004674728139,9.653,18.9918,0.1125,6,1931.2954026502025,32.418894120095906,59.573,16.5473,0.0182,1.642,0,2.4445,1.1605,1.284,,,0,,,,NOT_AVAILABLE,21.09593782014,-12.39899274511,288.16998284298,6.22690823533,,,,,,,,,,,,,,,,,,288.816830077,4.5959,-16.0332095286,4.2286,0.909084801681882
221,Gaia DR2 4184134810228514816,289.15109090251,0.0853,-16.12695682395,0.086,1635721458409799680,4184134810228514816,1248533334,2015.5,3.2586,0.057,57.1862,-0.658,0.159,-27.595,0.157,0.8542,0.5225,-0.8385,-0.8073,0.3484,-0.7809,-0.8515,-0.6176,-0.3886,0.8465,120,120,120,0,3.1282,168.4,0.0,0.0,31,1,291.5248,1.609,0.0119,0.375,15,9,0.14462136,0,20,0,119,962635.5925613024,1130.6216790789483,851.422,10.7297,0.0013,11,771714.6041227474,50265.46365532986,15.353,10.6327,0.0707,12,872023.3767109183,48841.19220809917,17.854,9.9106,0.0608,1.708,0,0.7221,-0.097,0.8191,,,0,,,,NOT_AVAILABLE,21.14781608004,-12.72969339782,288.47802892906,6.0922715023,102001,5163.2,4396.21,6938.0,,,,,,,,,,,,,,289.15109385,2.465,-16.1268380105,2.4405,0.999853214146576
220,Gaia DR2 4184129862426612096,289.05894641003,0.0521,-16.11964500768,0.0499,1635721458409799680,4184129862426612096,79166774,2015.5,3.1793,0.0615,51.6708,-0.561,0.101,-26.637,0.089,0.2488,0.0045,-0.2621,-0.3064,-0.3185,-0.1426,-0.4207,-0.4035,0.1497,0.2504,166,166,156,10,12.9628,505.37,0.162,7.374294674190826,31,0,32.1661,1.637,0.0116,0.037,19,11,0.06453343,0,22,0,167,825007.7258685093,2114.3801872769786,390.189,10.8972,0.0028,18,457204.8362927818,1954.2149914610131,233.958,11.2011,0.0046,19,599010.6539228117,2305.2604507997926,259.845,10.3183,0.0042,1.28,0,0.8828,0.3039,0.5789,31.16,7.84,5,6000.0,3.5,0.0,NOT_AVAILABLE,21.11637196806,-12.64633729907,288.39073371406,6.11111070986,100001,5528.0,5375.3,5833.16,,,,,,,200111,1.98,1.78,2.09,3.287,3.203,3.37,289.058948925,1.5639,-16.1195303194,1.3862,0.999582987690338
219,Gaia DR2 4184088523369348608,290.02197994398,0.0333,-15.5099200016,0.0321,1635721458409799680,4184088523369348608,903476567,2015.5,3.1578,0.0376,84.0548,-1.146,0.063,-25.834,0.057,0.391,-0.0376,-0.3369,-0.3099,-0.316,-0.1589,-0.4236,-0.3498,0.0627,0.3326,168,168,167,1,-0.0825,159.86,0.0,0.0,31,1,375.0912,1.5931,0.0092,0.192,19,11,0.04822214,0,19,0,165,334882.31121522165,70.98528750300258,4717.63,11.8761,2.0E-4,17,174011.4459554576,247.68112130102045,702.562,12.2499,0.0015,17,231673.0968951941,197.1001514255537,1175.408,11.3497,9.0E-4,1.211,0,0.9002,0.3738,0.5264,43.11,0.85,8,5500.0,3.5,0.0,NOT_AVAILABLE,22.08422896863,-13.22988411243,289.39676918286,6.59130756852,100001,5474.33,5400.0,5622.08,0.4275,0.237,0.5321,0.2045,0.1277,0.264,200111,1.3,1.23,1.33,1.36,1.336,1.384,290.021985062,0.9843,-15.5098087732,0.8892,0.99196396846314
218,Gaia DR2 4184083579871659904,290.02174683157,0.0339,-15.59346695869,0.0326,1635721458409799680,4184083579871659904,222216363,2015.5,3.2967,0.0381,86.4659,-1.483,0.065,-27.577,0.059,0.3918,-0.0255,-0.3211,-0.3246,-0.3111,-0.1788,-0.4159,-0.3336,0.0473,0.3297,168,168,166,2,3.3554,228.19,0.0,0.0,31,1,339.6567,1.586,0.0092,0.191,20,11,0.04897914,0,20,0,164,893337.5863250084,285.22617579073693,3132.032,10.8108,3.0E-4,19,481413.95229936985,678.0431765273954,710.005,11.1451,0.0015,18,592240.3426723137,461.508121812956,1283.272,10.3307,8.0E-4,1.202,0,0.8144,0.3343,0.4802,40.89,0.61,10,6250.0,4.5,0.0,NOT_AVAILABLE,22.00626747704,-13.2648314968,289.38501695844,6.50858014356,100001,5769.67,5626.57,5820.0,,,,,,,200111,1.8,1.77,1.9,3.248,3.192,3.303,290.021753461,1.0036,-15.5933482241,0.9099,0.997894169167884
217,Gaia DR2 4184002319091491968,290.55140922801,0.021,-15.88886992672,0.0189,1635721458409799680,4184002319091491968,1034758144,2015.5,3.2088,0.0235,136.2917,-1.547,0.041,-26.451,0.037,0.1906,-0.0984,-0.2308,-0.2674,-0.1995,-0.1668,-0.3905,-0.3481,0.1402,0.2141,150,0,150,0,-4.0836,85.51,0.0,0.0,31,1,89.5343,1.4814,0.0055,0.001,17,10,0.050734583,0,17,0,150,69376.13561804824,33.05316914998561,2098.925,13.5853,5.0E-4,17,27107.232583180314,54.82741944773461,494.41,14.2687,0.0022,16,60707.520332157306,110.96837808143576,547.07,12.8038,0.002,1.266,0,1.4649,0.6833,0.7815,,,0,,,,NOT_AVAILABLE,21.95032198236,-13.85151601488,289.85173631991,6.14529547107,100001,4511.9,4345.67,4716.0,,,,,,,200111,0.95,0.87,1.03,0.34,0.334,0.346,290.551416155,0.6307,-15.8887560418,0.5709,0.99041114966793
216,Gaia DR2 4183960808219724416,289.96475848428,0.0497,-16.06635433299,0.0428,1635721458409799680,4183960808219724416,1503350163,2015.5,3.151,0.0601,52.4483,-1.279,0.123,-26.734,0.088,0.1717,-0.0289,-0.1692,-0.261,-0.4306,-0.3773,-0.0385,0.2871,-0.3779,-0.3653,125,125,122,3,1.4506,139.87,0.0,0.0,31,1,308.5902,1.6,0.0097,0.003,14,9,0.07613919,0,14,0,119,1619015.395684028,1043.9674058606345,1550.83,10.1652,7.0E-4,14,844471.8665831287,424.4707706632288,1989.47,10.5349,5.0E-4,14,1096344.1525934292,1071.2731385293343,1023.403,9.6621,0.0011,1.199,0,0.8729,0.3697,0.5032,,,0,,,,NOT_AVAILABLE,21.54152350814,-13.41362212273,289.26528451266,6.0476418462,100001,5652.04,5465.0,5896.4,,,,,,,200111,2.66,2.44,2.84,6.496,6.333,6.659,289.964764214,1.9054,-16.0662392292,1.3669,0.999895698809826
215,Gaia DR2 4183949198935967232,289.3493406942,0.0397,-16.07354390629,0.0387,1635721458409799680,4183949198935967232,1132034002,2015.5,3.2373,0.0489,66.2537,-0.537,0.077,-26.453,0.065,0.2264,-0.0354,-0.357,-0.1954,-0.4827,0.0267,-0.4095,-0.3751,0.1641,0.1816,169,169,167,2,2.5748,212.11,0.0,0.0,31,0,120.6632,1.4591,0.0105,0.124,19,11,0.050343502,0,21,0,184,2.5289747333847675E7,8131.163580420716,3110.225,7.181,3.0E-4,21,9278209.120729199,13318.065526098735,696.663,7.9327,0.0016,21,2.2496576722163096E7,46216.18075934815,486.768,6.3816,0.0022,1.256,0,1.5511,0.7517,0.7994,38.51,0.17,14,4250.0,4.5,0.0,NOT_AVAILABLE,21.27975213952,-12.87996387672,288.67500127762,6.12009558036,100001,4239.41,4182.4,4452.26,0.277,0.1437,0.635,0.1452,0.053,0.3671,200111,21.78,19.75,22.38,138.037,135.156,140.917,289.349343101,1.1984,-16.0734300125,1.0085,0.999995397894431
214,Gaia DR2 4183935248882039168,289.27737802736,0.0441,-16.32036158656,0.0442,1635721458409799680,4183935248882039168,1040268868,2015.5,3.2624,0.0555,58.7436,-2.307,0.085,-25.485,0.074,0.3278,0.0628,-0.3289,-0.3345,-0.4297,-0.1019,-0.4113,-0.4098,0.1048,0.3201,156,0,155,1,2.0928,188.47,0.136,1.5568872151731465,31,0,11.7552,1.3493,0.0114,0.169,18,11,0.092084944,0,18,0,154,12436.611247022645,8.291215049516389,1499.975,15.4516,7.0E-4,16,3381.735652974078,31.32270102237254,107.964,16.5285,0.0101,16,13703.842974403906,27.395657604239133,500.22,14.4198,0.0022,1.374,0,2.1087,1.0769,1.0318,,,0,,,,NOT_AVAILABLE,21.02021042373,-12.92107809406,288.57329458305,5.88458863402,100001,3585.0,3519.0,3654.0,,,,,,,200111,0.83,0.8,0.86,0.102,0.099,0.106,289.277388379,1.3124,-16.3202518611,1.1495,0.870872214546944
213,Gaia DR2 4183934355528796672,289.26807482844,0.0412,-16.38861137557,0.0421,1635721458409799680,4183934355528796672,484634403,2015.5,3.1426,0.056,56.149,-1.246,0.083,-26.339,0.068,0.1595,0.1797,-0.4327,-0.2046,-0.5056,0.0907,-0.4749,-0.5368,0.1991,0.1661,147,147,146,1,7.0822,295.41,0.0,0.0,31,0,322.8984,1.6135,0.012,0.15,17,10,0.053319793,0,18,0,140,793666.8678137684,303.94617264617716,2611.209,10.9393,4.0E-4,15,431822.99167617975,485.17389627344625,890.038,11.2631,0.0012,15,520639.6489791034,257.96622895642344,2018.247,10.4706,5.0E-4,1.2,0,0.7925,0.3239,0.4687,42.84,1.88,4,6500.0,4.5,0.0,NOT_AVAILABLE,20.95281820465,-12.94165611394,288.55534476364,5.81811402473,100001,6013.5,5807.0,6669.63,1.196,0.7559,1.4981,0.587,0.3785,0.7456,200111,1.63,1.33,1.75,3.138,3.063,3.212,289.268080422,1.2859,-16.3884979699,1.0513,0.999108776806276
212,Gaia DR2 4183876248903626240,289.54814531581,0.0374,-16.48737607476,0.0357,1635721458409799680,4183876248903626240,474199469,2015.5,3.2067,0.0442,72.6301,-1.055,0.074,-26.296,0.062,0.1874,0.0181,-0.4083,-0.1535,-0.4516,0.0346,-0.4317,-0.3671,0.1589,0.1532,159,159,158,1,6.3505,292.12,0.0,0.0,31,1,328.0274,1.6334,0.0086,0.083,18,11,0.04927743,0,18,0,154,1341477.9317461997,622.6646159136249,2154.415,10.3694,5.0E-4,16,731688.6021288119,661.79885235611,1105.606,10.6906,0.001,18,868874.1761603609,921.3933398391858,943.0,9.9145,0.0012,1.193,0,0.776,0.3212,0.4549,,,0,,,,NOT_AVAILABLE,20.97647016024,-13.22693146171,288.80974678904,5.68453877446,100001,5774.6,5607.07,6431.8,,,,,,,200111,2.27,1.83,2.41,5.153,5.052,5.254,289.548150052,1.1453,-16.4872628556,0.9665,0.999884621412094
211,Gaia DR2 4183868006861843328,289.41380697067,0.0384,-16.60979111562,0.0379,1635721458409799680,4183868006861843328,1619545952,2015.5,3.3311,0.0509,65.4574,0.542,0.076,-25.457,0.069,0.288,-0.127,-0.1115,-0.2009,-0.4626,0.0472,-0.2908,-0.4143,0.1984,0.2516,157,157,153,4,9.5488,379.32,0.0,0.0,31,1,288.542,1.6132,0.0096,0.146,19,11,0.049802955,0,20,1,149,1745433.367968974,807.1498614556417,2162.465,10.0836,5.0E-4,17,919972.6156855386,1063.9060918580565,864.712,10.442,0.0013,18,1165614.2576459523,2067.4091775369357,563.804,9.5955,0.0019,1.195,1,0.8464,0.3583,0.4881,48.0,1.26,3,6000.0,3.5,0.0,NOT_AVAILABLE,20.80689170969,-13.16128483377,288.66510590412,5.58038174092,100002,5638.0,5603.6,5725.2,,,,,,,200111,2.63,2.55,2.66,6.273,6.142,6.404,289.413804533,1.1823,-16.609681508,1.0693,0.977991092534765
210,Gaia DR2 4180543152426577664,290.63615447069,0.0464,-17.69415921171,0.04,1635721458409799680,4180543152426577664,1368132396,2015.5,3.2701,0.0562,58.2359,-2.095,0.089,-26.19,0.076,0.2067,-0.2585,-0.0816,-0.2237,-0.4222,-0.0067,-0.3134,-0.3355,0.1943,0.0624,116,116,112,4,1.786,134.53,0.0,0.0,31,0,308.148,1.6105,0.0117,-0.029,13,10,0.053207964,0,14,0,104,950484.3079603862,313.4697182734925,3032.141,10.7435,4.0E-4,12,522929.96722437016,1014.1663830987447,515.625,11.0553,0.0021,12,612027.8876914857,668.5310798999413,915.482,10.295,0.0012,1.194,0,0.7603,0.3118,0.4485,42.4,0.75,3,6000.0,4.5,0.0,NOT_AVAILABLE,20.29003746754,-14.67400405318,289.67766558845,4.34651635618,100001,5932.75,5656.01,6197.09,,,,,,,200111,1.77,1.62,1.94,3.482,3.402,3.561,290.636163938,1.3813,-17.6940464492,1.171,0.994915142076456
209,Gaia DR2 4180137703212436096,293.94867529566,0.0216,-16.96625212321,0.0194,1635721458409799680,4180137703212436096,775468300,2015.5,3.1197,0.0233,134.0236,-2.307,0.043,-26.533,0.041,0.3982,0.1114,-0.3496,-0.2934,-0.1307,-0.2374,-0.3615,-0.3168,0.0512,0.4563,166,0,166,0,-5.7579,77.79,0.0,0.0,31,1,77.5164,1.5237,0.0055,0.192,19,11,0.060045317,0,19,0,166,61289.294367679984,21.809874994530595,2810.163,13.7199,4.0E-4,18,27444.969121441874,82.02513487230398,334.592,14.2552,0.0032,18,48367.72401189634,56.08194846336948,862.447,13.0505,0.0013,1.237,0,1.2047,0.5353,0.6694,,,0,,,,NOT_AVAILABLE,22.32231240037,-17.26473988667,292.92334949336,4.58747643427,100001,4972.33,4883.94,5215.0,0.1735,0.008,0.3207,0.0578,0.0029,0.1607,200111,0.71,0.64,0.73,0.276,0.271,0.282,293.94868568,0.6723,-16.966137884,0.6344,0.911097924257557
208,Gaia DR2 4179531189409378048,293.59973337493,0.0662,-18.17726856298,0.0596,1635721458409799680,4179531189409378048,588150587,2015.5,3.0364,0.0725,41.8832,-0.297,0.128,-26.499,0.115,0.3991,0.0595,-0.2914,-0.4037,-0.1134,-0.3251,-0.3895,-0.3723,0.0162,0.4363,168,0,168,0,1.0434,181.86,0.007,0.0017408360906471518,31,0,4.2857,1.3368,0.016,0.127,19,11,0.14244436,0,19,0,164,3808.8432845532116,3.984788659837058,955.846,16.7364,0.0011,16,905.0538915643243,16.729250175371398,54.1,17.9597,0.0201,19,4454.756748554482,18.33223836252523,243.001,15.6399,0.0045,1.407,0,2.3198,1.2233,1.0965,,,0,,,,NOT_AVAILABLE,21.02048475224,-17.44717356787,292.39904815458,3.4456865192,100001,3941.38,3473.0,4327.44,0.404,0.07,0.553,0.223,0.0249,0.306,,,,,,,,293.599734719,1.9872,-18.1771544714,1.7894,0.958505842780741
206,Gaia DR2 4101698200096380032,283.21293713819,0.1438,-15.17827814097,0.1415,1635721458409799680,4101698200096380032,548004990,2015.5,3.2979,0.1615,20.4255,0.318,0.267,-25.898,0.242,0.3579,-0.0497,-0.2073,-0.4003,-0.3264,-0.2723,-0.3324,-0.2613,0.0337,0.2936,132,0,131,1,12.2767,437.1,0.821,18.06439198062441,31,0,1.0662,1.3489,0.0306,0.171,15,10,0.27349788,0,15,0,131,3901.532290632188,15.24567246623413,255.911,16.7103,0.0042,13,842.9416466307193,19.949384186999136,42.254,18.0369,0.0257,13,5024.688020459793,25.50941877893324,196.974,15.5091,0.0055,1.504,0,2.5278,1.3266,1.2011,,,0,,,,NOT_AVAILABLE,19.5102276716,-7.16262006246,282.86123053867,7.67303324916,100001,3494.5,3294.0,4143.75,,,,,,,200111,0.5,0.36,0.56,0.034,0.03,0.037,283.212935718,4.1479,-15.1781666375,3.7611,0.914844266842248
205,Gaia DR2 4088863325977320576,287.76305425003,0.0395,-15.93230590015,0.0331,1635721458409799680,4088863325977320576,878870401,2015.5,3.1171,0.0409,76.1217,-1.997,0.078,-27.137,0.067,0.1834,-0.0986,-0.2647,-0.3021,-0.0866,-0.2475,-0.3868,-0.284,0.0634,0.1456,138,138,136,2,4.4258,215.56,0.0,1.2253469025132145E-15,31,1,323.5399,1.5823,0.0085,0.027,16,10,0.053040456,0,18,0,138,249584.94632983243,49.823642293158635,5009.368,12.1953,2.0E-4,11,124679.72351755195,250.1902491095554,498.34,12.6119,0.0022,13,179261.51500381902,329.74270988604934,543.641,11.6282,0.002,1.218,1,0.9837,0.4166,0.5671,21.32,0.81,10,5500.0,4.5,0.0,NOT_AVAILABLE,20.75010583557,-11.43880806077,287.17154708864,6.45436458186,100002,5344.0,5330.0,5377.0,0.5587,0.4629,0.6472,0.275,0.2309,0.3232,200111,1.2,1.18,1.21,1.056,1.036,1.076,287.76306319,1.2082,-15.9321890615,1.0371,0.943016223689022
204,Gaia DR2 4088827832375470592,286.98271486384,0.0325,-15.96215284453,0.0295,1635721458409799680,4088827832375470592,866218380,2015.5,3.0605,0.0342,89.5926,-0.092,0.057,-25.917,0.05,0.4169,-0.2497,-0.0199,-0.5312,-0.3104,-0.3028,-0.4335,-0.3554,0.0867,0.1334,109,0,109,0,-6.2268,37.23,0.0,0.0,31,0,89.0499,1.5285,0.0074,0.097,14,10,0.064254984,0,16,0,108,68627.34716460061,27.801087754411054,2468.513,13.5971,4.0E-4,14,30737.373012021435,33.30129919478562,923.008,14.1322,0.0012,14,54002.2313690979,63.702083921425825,847.731,12.9309,0.0013,1.235,0,1.2013,0.5351,0.6662,,,0,,,,NOT_AVAILABLE,20.39595703793,-10.77316078294,286.41823209243,6.51442042847,100001,4982.76,4891.56,5097.46,0.256,0.1889,0.516,0.125,0.0909,0.2521,200111,0.76,0.73,0.79,0.321,0.312,0.329,286.982715274,0.8823,-15.962041257,0.7697,0.953166183906832
203,Gaia DR2 4088774338574467584,287.27174140354,0.0352,-16.10455517398,0.0351,1635721458409799680,4088774338574467584,377642977,2015.5,3.1852,0.0374,85.0539,-0.615,0.064,-26.62,0.059,0.4104,-0.1784,-0.3085,-0.4306,-0.2447,-0.289,-0.5604,-0.3597,0.0928,0.2985,147,112,140,7,3.0547,190.83,0.0,0.0,31,1,198.937,1.5679,0.0078,0.075,17,11,0.054458898,0,17,0,132,145023.68955098945,32.196017847470394,4504.398,12.7848,2.0E-4,17,69853.77072614298,110.10488760917667,634.429,13.2409,0.0017,17,107347.51813593546,96.18379577022543,1116.067,12.1849,0.001,1.222,0,1.056,0.4561,0.5998,-64.86,3.4,4,5000.0,3.0,0.0,NOT_AVAILABLE,20.38586539442,-11.08516074301,286.67893057968,6.34026480632,100001,5135.89,5073.25,5885.28,0.4002,0.118,0.579,0.1723,0.0764,0.2794,200111,0.98,0.75,1.01,0.607,0.595,0.618,287.27174416,0.9906,-16.1044405616,0.9166,0.993183522706753
202,Gaia DR2 4088110332311492224,288.42194412839,0.0607,-16.17238191945,0.0486,1635721458409799680,4088110332311492224,228036288,2015.5,3.2673,0.0851,38.3759,-2.413,0.241,-26.055,0.158,0.097,-0.2596,-0.3676,0.1507,-0.4461,-0.3271,0.1112,0.625,-0.65,-0.7963,106,106,105,1,9.8578,312.8,0.0,0.0,31,1,315.221,1.5737,0.0137,-0.075,12,8,0.15124175,0,12,0,102,354850.91989175975,98.80402303227488,3591.462,11.8133,3.0E-4,11,183072.5197900588,300.75819459825664,608.703,12.1948,0.0018,9,248231.70257036798,365.8758211707887,678.459,11.2748,0.0016,1.215,1,0.9201,0.3816,0.5385,,,0,,,,NOT_AVAILABLE,20.80278292837,-12.11402482066,287.77363248635,6.13745668326,100002,5437.25,5400.75,5469.0,0.532,0.423,0.616,0.264,0.2046,0.308,200111,1.31,1.29,1.33,1.351,1.308,1.395,288.421954948,3.7302,-16.1722697384,2.4452,0.881662866144138
201,Gaia DR2 4088073876634320768,287.94713572695,0.0397,-16.54695591224,0.0404,1635721458409799680,4088073876634320768,1187766224,2015.5,3.2355,0.047,68.9108,-0.486,0.076,-26.579,0.068,0.3388,0.0898,-0.409,-0.348,-0.3537,-0.1504,-0.4975,-0.4313,0.1022,0.3251,152,152,142,10,8.8127,339.55,0.0,0.0,31,1,448.4471,1.6186,0.0126,0.119,17,11,0.05480078,0,17,0,134,747705.4154579384,628.9494255961757,1188.816,11.004,9.0E-4,15,408270.58524192864,590.0706637319425,691.901,11.324,0.0016,16,484030.4620701291,379.36126153976636,1275.909,10.5497,9.0E-4,1.193,1,0.7743,0.32,0.4543,,,0,,,,NOT_AVAILABLE,20.25865425983,-11.85994256594,287.27212855995,5.82267693949,100002,5775.0,5588.62,5972.1,0.706,0.5233,1.086,0.349,0.234,0.5401,200111,1.68,1.57,1.79,2.821,2.764,2.878,287.947137911,1.181,-16.5468414736,1.0559,0.999513104765741
200,Gaia DR2 4088049107570207488,288.85026979558,0.0412,-16.3645601486,0.0325,1635721458409799680,4088049107570207488,2422057,2015.5,3.1924,0.0417,76.5156,-0.746,0.077,-26.499,0.062,-0.074,-0.2503,0.1043,-0.3666,-0.1864,-0.27,-0.1619,-0.2806,0.1828,-0.081,152,152,149,3,0.3839,149.93,0.0,0.0,31,0,389.2316,1.6018,0.0083,-0.09,17,10,0.050300397,0,17,0,150,428924.3848142639,128.73315141277251,3331.888,11.6074,3.0E-4,13,228889.46666918768,517.1722651230683,442.579,11.9523,0.0025,11,287121.88985393813,391.7766000392851,732.871,11.1168,0.0015,1.203,1,0.8356,0.3449,0.4907,42.98,0.26,2,5500.0,4.5,0.0,NOT_AVAILABLE,20.80225432727,-12.56789385347,288.15899418806,5.89430013598,100002,5766.0,5725.0,5909.5,0.456,0.2993,0.6521,0.226,0.1504,0.325,200111,1.29,1.23,1.31,1.663,1.632,1.695,288.850273144,1.1959,-16.3644460553,0.9685,0.998754977311341
199,Gaia DR2 4087853875535923200,288.92787610477,0.0547,-16.55153156199,0.0466,1635721458409799680,4087853875535923200,596441706,2015.5,3.3879,0.0697,48.6392,-0.707,0.157,-26.717,0.104,-0.0611,-0.1836,-0.051,-0.0937,-0.5161,-0.3615,0.2208,0.4202,-0.3278,-0.4918,111,111,104,7,5.3823,194.64,0.0,0.0,31,1,410.6725,1.5981,0.0104,-0.078,13,9,0.09604448,0,13,0,98,525302.6180424466,254.6362829675091,2062.953,11.3873,5.0E-4,12,285977.90053952835,415.2467885104603,688.694,11.7106,0.0016,11,346292.721980184,632.3858741033537,547.597,10.9133,0.002,1.204,0,0.7972,0.3232,0.474,42.46,1.34,2,6250.0,4.5,0.0,NOT_AVAILABLE,20.66056211512,-12.71412125998,288.2088485489,5.69926803977,100001,5820.67,5700.81,5934.5,0.3215,0.2449,0.4195,0.154,0.1214,0.2028,200111,1.32,1.27,1.38,1.803,1.756,1.85,288.92787928,2.4401,-16.551416532,1.6175,0.997862000202587
198,Gaia DR2 4087841918346863232,289.19061493931,0.046,-16.58974831484,0.0379,1635721458409799680,4087841918346863232,666413095,2015.5,3.2629,0.0505,64.6294,-1.137,0.086,-26.431,0.069,0.2484,-0.2287,-0.0776,-0.3489,-0.2586,-0.2098,-0.3188,-0.3118,0.049,0.0288,133,133,129,4,4.9187,217.74,0.0,0.0,31,0,282.6151,1.496,0.0123,0.061,15,10,0.052568298,0,15,0,116,4646681.180911429,1420.721282576068,3270.649,9.0205,3.0E-4,13,1967857.4292160308,2273.661274780445,865.502,9.6164,0.0013,14,3771663.916064617,5467.956590890608,689.776,8.3206,0.0016,1.235,1,1.2958,0.5959,0.6999,,,0,,,,NOT_AVAILABLE,20.7335061134,-12.9587007984,288.45473300316,5.62850739262,100002,4676.01,4610.37,4793.68,,,,,,,200111,6.94,6.61,7.14,20.761,20.32,21.201,289.190620045,1.3267,-16.5896345155,1.067,0.999751389599437
