ID,RAJ2000,DEJ2000,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,phot_g_mean_mag,phot_g_mean_mag_error,phot_bp_mean_mag,phot_bp_mean_mag_error,phot_rp_mean_mag,phot_rp_mean_mag_error,radial_velocity,radial_velocity_error,ra_epoch2000,ra_epoch2000_error,dec_epoch2000,dec_epoch2000_error,astrometric_chi2_al,astrometric_n_good_obs_al,phot_bp_rp_excess_factor,phot_bp_n_obs,phot_rp_n_obs
51,289.28981244,-16.8316621679,4087786874044570880,289.28981118166,0.0648,-16.83178015143,0.0531,3.4538,0.0975,-0.28,0.257,-27.403,0.162,0.1536,-0.4208,-0.4275,0.248,-0.5645,-0.4445,0.2542,0.6955,-0.6685,-0.7997,11.4755,3.0E-4,11.8434,0.0033,10.9559,0.0017,,,289.28981244,3.9853,-16.8316621679,2.5084,236.88,103,1.21,10,10
52,289.228232834,-17.0369260656,4087773851703321088,289.22822761593,0.0402,-17.03704154134,0.0368,3.3448,0.0437,-1.159,0.08,-26.82,0.069,0.2886,-0.069,-0.3471,-0.2292,-0.3413,-0.1588,-0.3683,-0.1453,-0.0156,0.1399,10.3063,5.0E-4,10.6107,9.0E-4,9.8698,0.0011,42.58,1.29,289.228232834,1.2421,-17.0369260656,1.0669,268.6,138,1.191,14,15
53,289.146875847,-17.0854491949,4087773405026727808,289.14687006077,0.0344,-17.08556077656,0.0291,3.3113,0.0376,-1.285,0.068,-25.916,0.058,0.2078,-0.3045,-0.1817,-0.1475,-0.3222,-0.1208,-0.2037,-0.0549,0.0187,0.079,10.49,2.0E-4,10.8128,0.001,10.0286,0.0011,,,289.146875847,1.0498,-17.0854491949,0.8997,186.97,161,1.196,18,17
54,288.996360493,-17.1342517153,4087748833503644800,288.99635581569,0.0401,-17.13436302908,0.037,3.3036,0.048,-1.038,0.077,-25.854,0.06,0.2551,-0.0445,-0.3925,-0.2651,-0.3828,-0.0253,-0.5184,-0.4762,0.1449,0.1224,11.8594,2.0E-4,12.2792,9.0E-4,11.2952,9.0E-4,44.24,4.03,288.996360493,1.1878,-17.1342517153,0.9378,185.72,152,1.214,15,15
55,289.201028786,-17.2732839167,4087732546987665408,289.20102663232,0.0219,-17.27339706978,0.0217,3.2636,0.0245,-0.478,0.043,-26.281,0.042,0.4495,-0.0445,-0.269,-0.2184,-0.329,-0.0939,-0.3162,-0.307,0.1017,0.4464,13.2582,4.0E-4,13.7578,0.0017,12.618,8.0E-4,,,289.201028786,0.6732,-17.2732839167,0.6547,101.14,147,1.231,15,14
56,288.313612116,-17.1057993408,4087715165274595456,288.3136097204,0.036,-17.10591589957,0.0336,3.3843,0.0386,-0.532,0.071,-27.072,0.066,0.2938,-0.001,-0.2818,-0.3021,-0.0453,-0.2724,-0.3709,-0.3326,0.0937,0.3488,8.9129,3.0E-4,9.5094,0.0022,8.2146,0.0017,,,288.313612116,1.1013,-17.1057993408,1.0277,249.68,147,1.234,20,15
57,287.175224943,-17.4308930087,4087505708313800576,287.17522520703,0.0396,-17.43100137436,0.0387,3.1188,0.0479,0.059,0.075,-25.169,0.063,0.3176,0.0032,-0.3334,-0.3541,-0.372,-0.1188,-0.4849,-0.4441,0.1004,0.1983,9.9762,4.0E-4,10.3044,0.0013,9.5172,0.002,,,287.175224943,1.1672,-17.4308930087,0.9833,214.45,147,1.192,18,18
58,285.267457993,-18.5230431066,4085878328028458880,285.26744733597,0.0582,-18.52315139775,0.0524,3.0798,0.0729,-2.347,0.105,-25.151,0.089,0.3631,-0.3441,-0.0387,-0.3739,-0.3116,-0.1077,-0.4117,-0.4997,0.2286,0.1645,10.4487,3.0E-4,10.8045,0.0018,9.952,0.0018,,,285.267457993,1.63,-18.5230431066,1.3857,498.41,127,1.201,15,15
59,286.471003957,-19.7564243513,4085480609735772672,286.47100534685,0.0421,-19.75654373081,0.0373,3.3608,0.0446,0.304,0.081,-27.727,0.073,0.2893,-0.2391,-0.1173,-0.2945,-0.2156,-0.2294,-0.2615,-0.1797,0.0769,0.2222,10.2678,4.0E-4,10.616,0.0014,9.7839,0.0013,,,286.471003957,1.2527,-19.7564243513,1.1307,222.97,127,1.197,14,15
60,289.659176194,-17.0932230016,4084761464720609664,289.65916796253,0.0254,-17.09333793527,0.0205,3.3439,0.0272,-1.827,0.049,-26.694,0.037,0.2155,-0.2726,-0.3286,-0.176,-0.3696,-0.1588,-0.3391,-0.064,-0.0384,-0.0946,13.1244,3.0E-4,13.6209,0.0017,12.4776,0.002,,,289.659176194,0.7579,-17.0932230016,0.5714,72.47,152,1.237,16,16
61,289.656119478,-17.215989689,4084757199808535296,289.65611529458,0.059,-17.21610153518,0.0497,3.2495,0.0687,-0.928,0.167,-25.977,0.112,-0.0756,-0.1116,-0.0171,-0.1865,-0.4337,-0.3615,0.1085,0.3793,-0.2536,-0.4111,8.0374,7.0E-4,8.6265,5.0E-4,7.3465,5.0E-4,42.24,0.13,289.656119478,2.584,-17.215989689,1.7335,155.9,106,1.231,9,9
62,289.53911915,-17.8805394205,4084645500601105536,289.53911232437,0.0353,-17.88065354465,0.033,3.3137,0.0401,-1.509,0.068,-26.506,0.059,0.2933,0.0456,-0.3427,-0.3381,-0.1743,-0.2234,-0.4571,-0.4496,0.0831,0.2914,12.3593,3.0E-4,12.764,0.0019,11.7922,0.002,43.87,1.84,289.53911915,1.0552,-17.8805394205,0.9138,155.49,149,1.223,17,17
63,288.533476553,-18.0577113426,4084585817738646400,288.5334721514,0.0393,-18.05782950935,0.0396,3.3889,0.0488,-0.972,0.076,-27.445,0.067,0.3477,0.0083,-0.332,-0.2954,-0.4211,-0.0627,-0.429,-0.4256,0.1253,0.2957,9.6232,3.0E-4,9.969,0.0014,9.1454,0.0018,43.68,1.79,288.533476553,1.1823,-18.0577113426,1.0458,254.33,156,1.195,17,17
64,290.252281596,-17.8220596468,4084473255232485248,290.25227630883,0.0403,-17.82218145488,0.0359,3.5638,0.0423,-1.169,0.077,-28.291,0.062,0.2791,0.0076,-0.4651,-0.2573,-0.313,-0.1482,-0.4784,-0.2602,-0.0362,0.092,10.9838,4.0E-4,11.2986,0.0012,10.5271,7.0E-4,42.67,0.42,290.252281596,1.1988,-17.8220596468,0.9593,175.46,143,1.197,15,15
65,288.250270008,-18.6306414061,4084174462953441792,288.25026891039,0.0353,-18.63075472269,0.0258,3.3605,0.0305,-0.242,0.079,-26.319,0.056,-0.13,-0.0147,-0.6079,0.1569,-0.2157,0.1367,-0.4881,-0.0731,-0.0356,-0.3317,13.9646,0.0013,14.6115,0.0077,13.2061,0.004,,,288.250270008,1.2259,-18.6306414061,0.8625,55.09,114,1.261,13,12
66,287.236091792,-19.7251866303,4083991252520671232,287.23608970774,0.0206,-19.72529894208,0.0201,3.0587,0.0236,-0.456,0.038,-26.085,0.035,0.3266,-0.1613,-0.2388,-0.2699,-0.3788,-0.1058,-0.3913,-0.3054,0.1328,0.232,13.4559,5.0E-4,13.9989,0.0021,12.7771,0.0018,,,287.236091792,0.5948,-19.7251866303,0.5379,91.88,162,1.241,17,17
67,291.372465424,-18.5835380356,4083614807222135936,291.37245533866,0.0436,-18.58365442942,0.0415,3.4696,0.0457,-2.22,0.084,-27.033,0.07,0.1301,-0.0179,-0.4794,-0.113,-0.3909,0.0167,-0.5204,-0.2895,0.0873,0.0013,10.9382,3.0E-4,11.2436,0.0032,10.4952,0.0015,43.2,0.92,291.372465424,1.3044,-18.5835380356,1.083,159.23,115,1.194,13,13
68,291.770356986,-19.9543744994,4083221839189590528,291.77034522326,0.5444,-19.95450227017,0.4361,2.9168,0.4851,-2.568,1.138,-29.676,0.852,-0.0137,-0.0699,0.1981,-0.5507,-0.1302,-0.5494,-0.0096,-0.0056,-0.0919,-0.166,19.2249,0.0046,19.1549,0.0601,18.9293,0.0567,,,291.770356986,17.6404,-19.9543744994,13.2182,139.61,112,1.341,13,13
69,286.600569936,-20.2182686027,4082446851004435072,286.60056595141,0.1002,-20.21837691567,0.1067,3.3575,0.1407,-0.868,0.155,-25.157,0.126,-0.4547,0.5099,0.024,-0.3936,-0.764,-0.2253,0.0253,-0.0445,-0.1106,-0.0184,16.1485,0.0019,17.1923,0.0137,15.0008,0.011,,,286.600569936,2.4008,-20.2182686027,1.9564,152.79,106,1.506,7,7
70,287.107206074,-20.0266985971,4082432458578047232,287.10719799759,0.17,-20.02681259809,0.1495,3.1581,0.1848,-1.762,0.328,-26.478,0.277,0.2669,-0.0558,-0.2145,-0.3821,-0.0466,-0.3115,-0.3979,-0.4169,0.071,0.1877,16.1604,0.0011,17.2732,0.0122,15.0728,0.005,,,287.107206074,5.0865,-20.0266985971,4.2964,1206.66,130,1.423,14,14
71,287.268886721,-20.4104888094,4082219904923606016,287.26889281142,0.0418,-20.41060878051,0.0386,3.3561,0.0484,1.326,0.08,-27.864,0.067,0.2782,-0.2754,-0.2115,-0.173,-0.4628,-0.06,-0.3158,-0.1592,0.0659,0.0098,11.4679,4.0E-4,11.8465,0.0021,10.9411,8.0E-4,51.28,3.9,287.268886721,1.2396,-20.4104888094,1.0436,395.58,140,1.209,15,15
72,287.861526273,-20.4558661138,4082207638503600256,287.86152774863,0.1193,-20.45598620987,0.1137,3.3749,0.1358,0.321,0.213,-27.893,0.195,0.3948,-0.2836,-0.1189,-0.4069,-0.3161,-0.218,-0.4153,-0.3672,0.1793,0.2826,17.4597,0.0015,18.8791,0.0307,16.2681,0.0039,,,287.861526273,3.3096,-20.4558661138,3.0317,188.86,140,1.475,14,13
73,287.830530634,-20.880395572,4082132154460682752,287.83052835795,0.0465,-20.88051469013,0.0309,3.4481,0.0421,-0.494,0.194,-27.666,0.118,-0.3511,-0.0185,-0.5765,0.396,-0.2811,0.1463,-0.2904,0.3899,-0.4337,-0.8576,13.5577,0.0022,,,,,,,287.830530634,3.0082,-20.880395572,1.8279,82.24,93,,0,0
74,285.337589517,-21.0970380369,4081935822925977088,285.33758555129,0.1048,-21.09715415079,0.102,3.3866,0.1454,-0.859,0.196,-26.968,0.165,0.3092,-0.2973,-0.0398,-0.3478,-0.525,0.0492,-0.4211,-0.4868,0.305,0.0529,17.1663,0.0012,18.6215,0.0264,15.9545,0.0034,,,285.337589517,3.0373,-21.0970380369,2.5639,215.83,151,1.492,17,14
75,287.829202669,-21.6861452103,4081223953548454656,287.82920006288,0.0702,-21.68626385359,0.0618,3.607,0.0788,-0.562,0.132,-27.556,0.106,0.0478,0.1051,-0.2603,-0.3168,-0.2672,-0.1703,-0.3784,-0.4222,0.0754,0.0726,9.9287,3.0E-4,10.2544,0.0013,9.4671,7.0E-4,44.6,0.34,287.829202669,2.0537,-21.6861452103,1.6414,974.16,146,1.195,17,16
76,289.476527924,-14.2467765456,4185551805852891392,289.47652190512,0.1103,-14.2468917692,0.1055,3.0414,0.132,-1.355,0.197,-26.762,0.164,0.3185,0.0224,-0.2304,-0.4998,-0.4521,-0.2672,-0.3779,-0.3015,-5.0E-4,0.2439,17.155,0.0015,18.4932,0.022,16.0044,0.0055,,,289.476527924,3.0594,-14.2467765456,2.5391,167.47,133,1.443,14,12
77,287.278409116,-14.6328474665,4185325306467181440,287.27840980829,0.1243,-14.63296225989,0.1233,3.3247,0.1477,0.156,0.239,-26.662,0.217,0.3602,-0.0048,-0.3186,-0.3116,-0.376,-0.1302,-0.4016,-0.3638,0.1129,0.335,17.3686,0.0015,18.8165,0.0345,16.1644,0.005,,,287.278409116,3.7101,-14.6328474665,3.3584,236.32,147,1.485,15,16
78,287.885878508,-14.7048275211,4185288124912446848,287.88587611471,0.0596,-14.70493933267,0.0564,3.0008,0.0629,-0.538,0.13,-25.969,0.129,0.4434,-0.0023,-0.2118,-0.2198,-0.3001,-0.1818,-0.2202,-0.066,0.1105,0.5538,16.0964,0.0016,17.1921,0.0101,15.0636,0.0023,,,287.885878508,2.0224,-14.7048275211,1.9982,125.77,124,1.37,12,12
79,289.091316739,-14.7952876076,4185124714308269312,289.091310241,0.0583,-14.79540651028,0.0562,3.4486,0.068,-1.459,0.11,-27.616,0.099,0.4116,-0.0664,-0.2468,-0.3608,-0.3527,-0.1853,-0.365,-0.3446,0.0766,0.3686,15.4371,0.0013,16.5143,0.0058,14.3683,0.0024,,,289.091316739,1.7053,-14.7952876076,1.5333,357.75,166,1.412,19,19
80,291.022816306,-13.9975833529,4184861686201347072,291.02280739421,0.0755,-13.99769549351,0.0696,3.4064,0.0874,-2.008,0.142,-26.046,0.123,0.3104,-0.0824,-0.2368,-0.3159,-0.3028,-0.1855,-0.2851,-0.31,0.0583,0.3235,16.7516,0.0012,17.9958,0.0164,15.6441,0.0034,,,291.022816306,2.2062,-13.9975833529,1.9041,156.13,141,1.415,14,13
81,286.885698739,-16.5361365979,4088733755406880896,286.88569587869,0.0518,-16.53625501322,0.0546,3.3577,0.0631,-0.637,0.094,-27.503,0.082,0.3766,-0.0765,-0.3276,-0.426,-0.5047,-0.1992,-0.4526,-0.2841,0.093,0.2792,14.7505,0.0029,15.7473,0.0111,13.7618,0.0063,,,286.885698739,1.459,-16.5361365979,1.2789,185.52,118,1.352,13,12
82,286.285623948,-17.2804830625,4088297318009452544,286.28561755991,0.5013,-17.28059888923,0.4413,3.7211,0.5451,-1.417,0.891,-26.902,0.742,0.1571,0.3526,-0.23,-0.526,-0.3787,-0.4439,-0.2317,-0.0636,-0.1989,0.2763,17.8675,0.0084,19.1556,0.0542,16.6046,0.0131,,,286.285623948,13.8178,-17.2804830625,11.5095,504.91,87,1.587,9,9
83,285.400050318,-17.6207057004,4088224131767803904,285.4000450816,0.1471,-17.62082508247,0.1519,3.0664,0.1993,-1.159,0.312,-27.727,0.3,0.0811,-0.0245,-0.03,-0.0431,-0.5545,0.076,-0.0936,-0.1633,0.2174,0.2924,17.659,0.0019,19.0511,0.0418,16.4879,0.0103,,,285.400050318,4.8413,-17.6207057004,4.6555,150.09,114,1.456,12,11
84,288.162953368,-18.1099034396,4087208973295685888,288.16295145714,0.0337,-18.1100181743,0.031,3.3069,0.0389,-0.422,0.074,-26.648,0.08,0.2945,-0.0299,-0.1085,-0.1678,-0.1292,-0.1243,-0.1216,-0.1275,0.2856,0.5291,15.1195,6.0E-4,16.0149,0.0028,14.1963,0.0017,,,288.162953368,1.1507,-18.1099034396,1.2451,113.96,135,1.318,13,12
85,286.981497867,-19.2914890937,4087020544491408896,286.9814985856,0.0689,-19.29160756689,0.0679,3.3572,0.0861,0.157,0.142,-27.516,0.099,-0.2608,0.1481,-0.5183,0.1825,-0.6846,0.3808,-0.4793,-0.418,0.2942,-0.3425,15.9231,0.0014,17.0179,0.0057,14.8939,0.0034,,,286.981497867,2.2031,-19.2914890937,1.5343,111.34,110,1.367,12,11
86,288.575242231,-18.4483279367,4084555168851639680,288.57523961116,0.0216,-18.44844313194,0.02,3.3266,0.0232,-0.577,0.041,-26.755,0.037,0.3766,-0.0334,-0.2935,-0.3677,-0.1839,-0.2663,-0.428,-0.3467,0.0658,0.3227,13.5568,4.0E-4,14.107,0.0016,12.8764,0.0012,,,288.575242231,0.6376,-18.4483279367,0.5723,80.98,166,1.239,18,18
87,288.279819326,-18.4412208349,4084194769558646528,288.27981614218,0.1588,-18.44133344373,0.1338,3.5009,0.1861,-0.701,0.232,-26.154,0.205,0.6204,-0.5916,0.022,-0.5636,-0.455,-0.163,-0.5701,-0.4878,0.2891,0.2341,16.9935,0.0017,18.3375,0.0135,15.8624,0.0043,,,288.279819326,3.6068,-18.4412208349,3.1735,137.74,105,1.42,12,12
88,288.665508177,-18.7047745354,4084126118799904640,288.66550768993,0.1523,-18.70488390018,0.1268,3.2622,0.178,-0.107,0.258,-25.401,0.227,0.3754,-0.4667,0.0739,-0.4589,-0.3618,-0.1858,-0.3568,-0.4101,0.2662,0.2019,17.4754,0.0016,18.876,0.0336,16.2895,0.0092,,,288.665508177,3.9992,-18.7047745354,3.5153,198.31,132,1.472,14,14
89,288.435163011,-18.8263935101,4084119143773162496,288.4351639818,0.0715,-18.82651111331,0.0615,3.4497,0.1186,0.213,0.297,-27.314,0.188,0.2907,-0.483,-0.5556,0.3785,-0.6221,-0.4694,0.2875,0.7547,-0.7292,-0.8159,15.9875,9.0E-4,17.0312,0.0071,14.9155,0.0023,,,288.435163011,4.61,-18.8263935101,2.9181,144.23,132,1.424,15,14
90,288.719700942,-19.0173997077,4084099039017310848,288.71969483517,0.1533,-19.01751180486,0.125,3.1876,0.2062,-1.341,0.646,-26.035,0.416,0.0701,-0.108,-0.2689,0.0061,-0.2606,-0.2404,-0.0584,0.6372,-0.583,-0.682,16.5849,0.0014,17.9651,0.014,15.4232,0.0047,,,288.719700942,10.02,-19.0173997077,6.4498,238.46,96,1.448,11,11
91,288.657963574,-15.3066455511,4185006173212505344,288.65796076558,0.0446,-15.30676184401,0.0374,3.1516,0.0443,-0.629,0.091,-27.01,0.072,0.1572,-0.1946,-0.5161,0.0111,-0.3567,-0.0036,-0.4085,-0.0242,-0.0286,-0.0789,11.0289,7.0E-4,11.3542,0.0018,10.5642,0.001,37.11,2.83,288.657963574,1.4111,-15.3066455511,1.1104,299.75,134,1.197,17,16
92,289.522344527,-15.3061724307,4184292143485406080,289.52234048423,0.0364,-15.30629022144,0.0335,3.2908,0.0407,-0.906,0.071,-27.358,0.066,0.2812,0.2579,-0.4083,-0.2559,-0.2297,-0.1748,-0.4127,-0.3791,0.0895,0.3683,12.5003,2.0E-4,12.9413,0.0019,11.9109,0.0016,40.14,1.33,289.522344527,1.1056,-15.3061724307,1.0202,197.43,155,1.222,16,18
93,288.658949828,-15.9827008258,4184196073644880000,288.6589415892,0.3565,-15.98282151034,0.3365,3.2218,0.4055,-1.839,0.703,-28.03,0.678,0.4238,0.1195,-0.2317,-0.3521,-0.1933,-0.2706,-0.2973,-0.3311,0.0944,0.5216,19.2789,0.0049,19.3357,0.0451,19.3293,0.0594,,,288.658949828,10.8985,-15.9827008258,10.5077,150.45,133,1.102,15,13
94,289.50704394,-15.832171767,4184169822810795648,289.50703787394,0.3927,-15.832285826,0.2861,3.3083,0.3938,-1.355,0.826,-26.491,0.565,-0.0164,-0.3343,0.3263,-0.4436,-0.3949,-0.4444,0.1789,0.0342,-0.0522,-0.3546,18.8945,0.0046,18.8546,0.0331,18.8756,0.08,,,289.50704394,12.8085,-15.832171767,8.7625,105.7,97,1.194,10,10
95,288.765300756,-16.0613990437,4184148073089506304,288.76529588976,0.4346,-16.0615129135,0.4145,3.1125,0.4937,-1.086,0.845,-26.447,0.819,0.47,0.1225,-0.2396,-0.3523,-0.2767,-0.2315,-0.3221,-0.3225,0.0658,0.5402,19.6279,0.0054,19.6092,0.0502,19.5808,0.0667,,,288.765300756,13.101,-16.0613990437,12.6936,159.68,140,1.191,14,13
96,289.297131619,-16.0522854997,4184137077986034048,289.29712804554,0.0458,-16.05240173619,0.0453,3.2498,0.0562,-0.797,0.089,-26.997,0.077,0.3729,0.0153,-0.3677,-0.3072,-0.3715,-0.0807,-0.4558,-0.4659,0.1173,0.3151,8.025,6.0E-4,8.6604,0.0025,7.3109,0.0037,41.33,0.18,289.297131619,1.3803,-16.0522854997,1.1993,287.54,158,1.231,18,18
97,289.134638297,-16.1929538901,4184128419331972352,289.13463491392,0.0336,-16.19306935886,0.0322,3.1317,0.0398,-0.755,0.069,-26.819,0.066,0.1823,0.1048,-0.2941,-0.1299,-0.3373,-0.0364,-0.3241,-0.3078,0.2192,0.326,10.6384,3.0E-4,10.9803,9.0E-4,10.1539,8.0E-4,34.12,6.58,289.134638297,1.0626,-16.1929538901,1.0283,415.45,166,1.201,19,18
98,288.963741269,-16.2997385648,4184125807991900928,288.96373844618,0.0394,-16.29985436141,0.038,3.1967,0.044,-0.629,0.076,-26.895,0.071,0.2726,-0.0208,-0.2381,-0.3524,-0.268,-0.2243,-0.4472,-0.3484,0.1222,0.2588,8.1237,5.0E-4,8.7348,0.0017,7.4158,0.0017,40.8,0.22,288.963741269,1.1863,-16.2997385648,1.0958,272.12,168,1.235,19,18
99,289.684405357,-15.8987792817,4183978061110910592,289.68440592017,0.6332,-15.89890303589,0.5595,3.5338,0.6206,0.126,1.131,-28.743,0.922,0.6108,-0.1154,-0.301,-0.5629,-0.3864,-0.5295,-0.3604,0.1348,-0.2689,0.08,19.5315,0.0061,19.523,0.0479,19.3418,0.0706,,,289.684405357,17.5484,-15.8987792817,14.3088,110.04,107,1.246,10,10
100,289.11068673,-16.2484522298,4183940127965076224,289.11067808989,0.1013,-16.24857186747,0.1104,3.4893,0.154,-1.927,0.203,-27.787,0.178,0.1376,0.076,-0.2131,-0.2067,-0.6135,0.0968,-0.3235,-0.4225,0.2367,0.2436,12.9673,0.0036,13.4717,0.0018,12.2562,0.0014,44.97,2.2,289.11068673,3.1477,-16.2484522298,2.7567,3278.84,156,1.281,16,17
101,289.057213198,-16.3369018942,4183937688413579648,289.05720601281,0.3007,-16.33701644266,0.3103,3.21,0.35,-1.601,0.573,-26.605,0.559,0.5074,-0.0291,-0.1466,-0.3393,-0.4273,-0.1536,-0.307,-0.2996,0.0918,0.5271,19.1055,0.0041,18.977,0.0456,18.9044,0.1196,,,289.057213198,8.8881,-16.3369018942,8.6645,144.34,150,1.338,13,12
102,289.046661166,-16.3634692856,4183936795070404352,289.04665801967,0.0345,-16.36358497908,0.0339,3.3212,0.0427,-0.701,0.068,-26.871,0.063,0.3221,-0.0911,-0.2062,-0.2295,-0.4079,-0.0333,-0.3513,-0.3703,0.1841,0.2998,12.736,3.0E-4,13.1767,0.0017,12.1436,0.001,39.71,4.79,289.046661166,1.0573,-16.3634692856,0.9812,184.63,148,1.224,17,16
103,289.540766954,-16.2728696879,4183930438518525184,289.54076137818,0.0429,-16.27298601989,0.0395,3.3677,0.0418,-1.243,0.084,-27.019,0.077,0.4686,0.1305,-0.4636,-0.4286,0.0354,-0.4031,-0.5099,-0.3537,-0.0761,0.4604,8.2467,5.0E-4,8.8777,0.0016,7.528,0.0019,41.62,0.14,289.540766954,1.3012,-16.2728696879,1.1872,246.25,177,1.236,20,20
104,289.40343935,-16.3339880404,4183928888026931328,289.40343600913,0.2487,-16.33410565147,0.2967,2.9791,0.4505,-0.745,0.532,-27.316,0.403,0.3222,-0.0928,-0.1281,-0.2895,-0.6762,0.2904,-0.4158,-0.652,0.2729,0.1058,18.8035,0.0033,18.7376,0.0304,18.7259,0.0582,,,289.40343935,8.2493,-16.3339880404,6.25,172.06,148,1.237,16,16
105,289.649639764,-16.3583331337,4183926006112672768,289.6496323071,0.4024,-16.3584508414,0.3887,2.8496,0.4516,-1.662,0.824,-27.339,0.819,0.239,0.0304,-0.3807,-0.1282,-0.3059,-0.0338,-0.4128,-0.3211,0.2243,0.3379,19.6289,0.0064,19.7309,0.0417,19.4586,0.0814,,,289.649639764,12.7757,-16.3583331337,12.7076,164.11,158,1.166,13,15
106,289.248919754,-16.5224466517,4183919237232621056,289.24891760164,0.2334,-16.52256351929,0.2352,2.8745,0.2923,-0.479,0.417,-27.143,0.357,0.464,-0.1149,-0.1878,-0.395,-0.4986,-0.1118,-0.3481,-0.3718,0.0581,0.3226,18.6881,0.0035,18.6373,0.0304,18.633,0.0488,,,289.248919754,6.4677,-16.5224466517,5.5333,139.59,140,1.216,12,13
107,289.742589802,-16.8059720653,4183847562828165248,289.74258121098,0.4034,-16.80608846452,0.3775,3.5436,0.5304,-1.91,0.779,-27.035,0.72,0.2776,0.3153,-0.3652,-0.333,-0.3569,-0.1709,-0.4,-0.4401,0.1145,0.4471,19.4149,0.0053,19.4712,0.0406,19.4319,0.1171,,,289.742589802,12.0874,-16.8059720653,11.1598,163.04,150,1.116,14,14
108,288.218618236,-16.2430986699,4088108859141437056,288.21861212648,0.3332,-16.24321541931,0.2825,3.2145,0.3241,-1.362,0.632,-27.116,0.521,0.3894,0.2383,-0.5046,-0.4096,-0.1197,-0.3213,-0.5061,-0.3367,-0.1032,0.3074,18.9829,0.0046,18.8886,0.0464,18.9522,0.055,,,288.218618236,9.8082,-16.2430986699,8.0856,116.96,139,1.238,11,12
109,288.610497152,-16.1094780121,4088071230929226496,288.61049447684,0.05,-16.10959291436,0.0381,3.3224,0.0542,-0.597,0.09,-26.687,0.073,0.0494,-0.3923,0.0864,-0.3555,-0.235,-0.206,-0.2205,-0.3159,0.1841,-0.0779,10.3049,5.0E-4,10.6448,0.0013,9.8265,7.0E-4,40.78,0.81,288.610497152,1.3939,-16.1094780121,1.1386,165.67,123,1.198,13,13
110,289.122511366,-16.4966851352,4087855146846199040,289.12250433821,0.0515,-16.49680466966,0.0397,3.1574,0.0535,-1.565,0.095,-27.763,0.075,0.2524,-0.3323,-0.2405,-0.2806,-0.2416,-0.2341,-0.3657,-0.1484,0.0117,0.0107,11.1795,9.0E-4,11.4698,0.0018,10.7428,9.0E-4,49.03,4.94,289.122511366,1.4778,-16.4966851352,1.1618,225.83,122,1.198,12,14
111,288.829048618,-16.6567941101,4087847067995609728,288.82903888419,0.0392,-16.6569038343,0.0395,3.2161,0.0509,-2.166,0.09,-25.484,0.073,0.109,0.0526,-0.1033,-0.2722,-0.5495,-0.296,-0.1002,0.1813,-0.1991,-0.1479,11.4323,4.0E-4,11.7536,0.0022,10.9616,9.0E-4,41.59,1.33,288.829048618,1.4007,-16.6567941101,1.1362,230.4,140,1.203,16,16
112,288.743339121,-16.8358369847,4087819550156339712,288.74333445419,0.0384,-16.83595131538,0.0412,3.2337,0.0468,-1.037,0.076,-26.554,0.075,0.3499,0.0401,-0.2625,-0.2299,-0.4573,-0.0635,-0.3667,-0.3082,0.1552,0.3893,10.866,4.0E-4,11.1776,0.0011,10.4148,8.0E-4,42.72,0.6,288.743339121,1.1857,-16.8358369847,1.161,265.43,141,1.196,18,17
113,288.450746175,-16.8350528363,4087816973176237696,288.45074260802,0.0431,-16.83516725625,0.0397,3.2311,0.0531,-0.793,0.086,-26.575,0.072,0.2155,0.2562,-0.4567,-0.2585,-0.2943,-0.0994,-0.4804,-0.5295,0.1565,0.2641,9.0487,7.0E-4,9.5554,0.0023,8.4256,0.0028,41.98,0.23,288.450746175,1.3308,-16.8350528363,1.121,177.12,144,1.216,17,18
114,288.89075029,-16.8803353816,4087806832745520128,288.89074370896,0.38,-16.88044646679,0.4083,3.3167,0.3781,-1.463,0.65,-25.8,0.608,0.6083,-0.0427,-0.5424,-0.5582,-0.4192,-0.3306,-0.6576,-0.31,0.1017,0.453,18.8361,0.0043,18.7954,0.0187,18.9624,0.0661,,,288.89075029,10.0811,-16.8803353816,9.4253,86.37,114,1.14,11,12
115,289.264295056,-17.0538226045,4087762027643173248,289.26428891036,0.0628,-17.05393680026,0.0596,3.2907,0.0677,-1.365,0.108,-26.523,0.093,0.4985,-0.2212,-0.3652,-0.3342,-0.3115,-0.2032,-0.4605,-0.3337,-0.0057,0.3284,8.0279,4.0E-4,8.6199,0.0014,7.3374,0.0026,41.77,0.19,289.264295056,1.6712,-17.0538226045,1.4475,185.3,103,1.23,13,12
116,289.18732572,-17.2854070199,4087732516937081088,289.18731733159,0.0456,-17.28552388947,0.0431,3.3374,0.0532,-1.86,0.089,-27.144,0.078,0.4791,0.1047,-0.4103,-0.3748,-0.1937,-0.2248,-0.4586,-0.5032,0.0546,0.441,10.6879,4.0E-4,10.9984,0.0019,10.2393,0.0011,43.13,0.71,289.18732572,1.3805,-17.2854070199,1.2026,218.77,135,1.195,16,14
